Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Ohio 2170|Ohio Agricultural Research and Development Center.|Ohio Agricultural Research and Development Center.|early-season processing tomato, small-medium prostrate vine, determinate, round 90 g fruit, large core, medium stem scar, uniform ripening (u).||midwest, eastern United States and Canada. 1973.|fusarium wilt race 1.|Campbell 28 x Heinz 1630.
Ohio 2470|Ohio Agricultural Research and Development Center.|Ohio Agricultural Research and Development Center.|early-midseason processing tomato, small-medium semi-prostrate vine, determinate, round 100 g fruit, large core, medium stem scar, uniform ripening (u).||midwest, eastern United States and Canada. 1973.|fusarium wilt race 1.|Campbell 28 x Cold Set.
Ohio 7663 (E1084)|Ohio Agricultural Research and Development Center.|Ohio Agricultural Research and Development Center.|early-main season processing tomato developed for machine harvest, semi-prostrate vine, oval shaped 60 g fruit, small stem scar and core, uniform ripening (u), determinate, jointless pedicel (j2).||midwest and eastern United States. 1979.|fusarium wilt race 1; tolerance to verticillium wilt race 1.|[(Ohio 2070 x Campbell 28) x Florida 2125-D1-S2 ] F5.
Ohio 7681 (E2524-1)|Ohio Agricultural Research and Development Center.|Ohio Agricultural Research and Development Center.|early-main season processing tomato, semi-prostrate vine, blocky-deep globe shaped 117 g fruit, uniform ripening (u), determinate.||midwest and eastern United States. 1981.|fusarium wilt race 1, verticillium wilt race 1.|(Ohio 2170 x Bouncer) x (Campbell 28 x Heinz 1547) x [(Campbell 28 x Heinz 1547) x Roma VF] F5.
Ohio 7814 (OH871-3)|Ohio Agricultural Research and Development Center.|Ohio Agricultural Research and Development Center.|early-season processing tomato, medium-small prostrate vine, blocky to plum shaped fruit, small stem scar and core, jointless pedicel (j2), uniform ripening (u), determinate.||midwest and eastern United States and Canada. 1982.|fusarium wilt race 1.|C37 x [(VF34) x ((UC98 x C28) x (Ohio 2170 x VF Roma))] F6.
Ohio 7870 (OH1657-1)|Ohio Agricultural Research and Development Center.|Ohio Agricultural Research and Development Center.|early-main season processing tomato, medium vine, plum shaped 100 g fruit, uniform ripening (u), determinate.||midwest and eastern United States and Canada. 1981.|fusarium wilt race 1, verticillium wilt race 1.|{(Ohio 736 x Ohio 2070) x [(VF34) x (UC98 x Campbell 28) x (Ohio 2170 x VF Roma)]} F6.
Ohio 7983 (K2365-1)|Ohio Agricultural Research and Development Center.|Ohio Agricultural Research and Development Center.|early-season processing tomato, medium to small semi-prostrate vine, ovate to plum shaped 56 g fruit, small stem scar and core, jointless pedicel (j2), uniform ripening (u), determinate.||midwest and eastern United States and Canada.|fusarium wilt race 1; tolerance to verticillium wilt race 1.|{C37 x [(VF34) x ((UC98 x C28) x (Ohio 2170 x VF Roma))]} F6.
Ohio 8243 (A2905)|Ohio Agricultural Research and Development Center.|Ohio Agricultural Research and Development Center.|main season processing tomato, medium upright to semi-prostrate vine, blocky to plum shaped 55 g fruit, small stem scar and core, jointless pedicel (j2), uniform ripening (u), determinate.||midwest and eastern United States and Canada. 1988.|fusarium wilt race 1; tolerance to verticillium wilt race 1.|[OH871-3 x (C37 x Ohio 7681)] F6.
Ohio 8245 (OA 2944)|Ohio Agricultural Research and Development Center.|Ohio Agricultural Research and Development Center.|main season processing tomato, upright to semi-prostrate vine, blocky 60 g fruit, small stem scar and core, jointless pedicel (j2), uniform ripening (u), determinate.||midwest and eastern United States and Canada. 1991.|fusarium wilt race 1, verticillium wilt race 1.|(Ohio 7870 x Heinz 722) F6.
Ohio 8556 (F1511)|Ohio Agricultural Research and Development Center.|Ohio Agricultural Research and Development Center.|main season processing tomato, upright to semi-prostrate vine, ovate 56 g fruit, small stem scar and core, fruit color is crimson (ogc), jointless pedicel (j2), uniform ripening (u), determinate.||midwest United States, Canada. 1993.|fusarium wilt race 1, verticillium wilt race 1.|{Ohio 7814 x [Ohio 7870 x (H871-3 x (PU 76-88 x OHH1179))]} F6.
Ohio Crack Resistant Red (Ohio CR Red)|Ohio Agric. Expt. Sta., Wooster.|Letherman's; Canton, Ohio.|fruit large, deep dark red; heavy yielding; for fresh market, home gardens, and canning.|Rutgers. Mkt. Grow. J. May 1956. 1958.|||Globe Strain A x red fruit of Rutgers type; selected for large fruit and crack resistance.
Ohio OX38|Ohio Agricultural Research and Development Center.|Ohio Agricultural Research and Development Center.|F1 hybrid, main season processing tomato, medium vine, determinate, ovate to plum shaped 54 g fruit, uniform ripening (u), jointless (j2).||midwest, eastern United States, Canada, Australia. 1995.|fusarium wilt race 1, verticillium wilt race 1.|Ohio 8245 x Ohio 88119 [(Heinz 722 x Heinz 2653 (F5)) x (Ohio 7870 x OK1483-3 (F5)].
Ohio Wilt Resistant Globe (WR-3)|Ohio Agric. Expt. Sta., Madison Hill, Wooster.|Ohio Agric. Expt. Sta., Madison Hill, Wooster.|indistinguishable from Globe except for wilt symptoms.|Livingston. Agric. Expt. Sta. Res. Bul. 689. 1948.||fusarium wilt.|complex (see reference).
Ohio WR Brookston|Ohio Agric. Expt. Sta., Wooster.||high production, sets well in hot weather.||wherever fusarium wilt is severe. 1953.|fusarium wilt.|complex involving Bonny Best, Lycopersicon pimpinellifolium Break-O-Day, and Rutgers.
Ohio WR Jubilee (Hoytville 1)|Ohio Agric. Expt. Sta., Wooster.|several seed companies.|high yielding; red, deep internal color, thick walls; high quality.|Rutgers.|same as Rutgers. Ohio Agric. Expt. Sta., Farm and Home Res. Mar.-Apr.:23 and 31. 1958.|fusarium wilt, gray leaf spot.|F6 selection from the cross Rutgers x Ohio W-R Brookston.
Ohio WR Seven|Ohio Agric. Expt. Sta., Wooster.|various seed companies.|pink, deep, thick walls; high yielding; Livingstone Globe type.|Ohio W-R Globe.|greenhouse. Phytopathology 47:515. 1957.|fusarium wilt, pox, and blotchy ripening.|two breeding lines.
Ontario|Campbell Soup. Co., Sacramento.|W.B. Kille.|uniform ripening, deep globe, early maturing.||same as Rutgers. 1946.||Rutgers x Bounty.
Ontario Pink 774 (Onthyb 774)|Hort. Expt. Sta., Simcoe, Ontario, Canada.|Hort. Expt. Sta., Simcoe, Ontario, Canada.|F1 hybrid, indeterminate uniform ripening pink; sets freely at low temperatures, deep smooth fruit.|Ohio MR13.|greenhouse culture. 1979.|tobacco mosaic virus, Cladosporium leaf mold, fusarium wilt race 1.|Ont 7515 x Ont 7519.
Ontario Red 775 (Onthyb 775)|Hort. Expt. Sta., Simcoe, Ontario, Canada.|Vendor.|F1 hybrid, indeterminate, uniform ripening, sets freely at low temperatures, deep smooth fruit.||greenhouse. 1980.|tobacco mosaic virus, Cladosporium leaf mold, fusarium wilt race 1.|Ont 7517 x Ont 7811.
Orange Chatham|Dept. of Hort. University of New Hampshire, Durham.|Hepler Seed Co.|extremely early determinate plant with orange fruit.|Chatham.|regionally to northern areas of short season. N.H. Agric. Expt. Sta. Bul. 380:6 1950. 1946.||Chatham x Orange King.
Orange King|Dept. of Hort., University of New Hampshire, Durham.|Vaughan.|determinate plant, large oblate orange fruit of mild flavor of medium early season.||regionally to northern areas. N.H. Agric. Expt. Sta. Bul. 380:4, 1950. 1945.||New Hampshire Victor and Orange sport of Scarlet Dawn.
Oregon Cherry (OSU T. 6-16-2-1-3)|Hort. Dept., Oregon State University, Corvallis.|various seedsmen.|open pollinated, cherry tomato with early maturity, highly determinate growth, flavor; will set good quality parthenocarpic fruit early in season.|Small Fry.|Pacific Northwest, possibly other cool areas. 1978.||Early Cherry x [PI 298633 x (Farthest North x OSC 502-63)].
Oregon Pride (OSU T77-15-1)|Oregon State University.|Oregon State University.|parthenocarpic and large fruited, very solid, paste type, early maturity.|Roma. 1992.||verticillium wilt race 1.|
Oregon Spring (OSU T65-5-1-14)|Oregon State University.|Oregon State University.|open pollinated, early, large fruit; good seedless fruit set under cool temperature conditions of western Oregon.|Severianin.|western Oregon and Washington. 1986.|verticillium wilt race 1.|Severianin Starshot.
Oregon Star (OSU T77-15-2)|Oregon State University.|Oregon State University.|parthenocarpic, large fruited, very solid, paste type, medium early maturity.|Roma, but much larger and earlier. 1992.||verticillium wilt race 1.|
Orion (HMX 9853)|Harris Moran.|Harris Moran.|nematode resistant UC204 type tomato.|HM 3075. 1991.||verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes.|
Oroma (OSU S-129)|Oregon State University.|Oregon State University.|early maturing paste tomato, fruit is firm, easy picking and peeling, cylindrical with pronounced stylar projection, keeps well on and off plant, determinate plant.|Roma. 1993.|||
Ottawa|Canada Dept. of Agr., Ottawa Res. Sta., Ottawa, Ontario.|Stokes Seeds, St. Catharines, Ontario, Canada.|early, uniform and concentrated ripening; more vigorous and heavier yielding than Fireball.|Fireball.|Ontario and New York and similar areas. 1963.||Bounty x Ottawa 10.
Ottawa 39|Canada Dept. of Agr., Ottawa Res. Sta., Ottawa.|Edward Lowden, Ancaster, Canada.|second early, vigorous, determinate, uniform ripening, heavy yield, good size and firmness, suitable for basket trade.|Rideau.|Ontario and similar areas. 1962.|moderate to cracking.|(Meteor x Urbana) x V567.
Ottawa 78 (Ottawa 78)|Ottawa Res. Sta., Canada Dept. Agr.|Stokes Seeds.|open pollinated, resistant to cracking and other fruit defects, small core, for whole pack canning and lye peeling; best on medium heavy soils; 7 to 10 days earlier than H1350.|H1350.|southern Ontario and the northeastern United States. 1975.|verticillium wilt.|Heinz 1458-0-0-4 x OT. 59. U. lcl.
Owyhee|Idaho Agric. Expt. Sta. Branch, Parma, Idaho.|Idaho Agric. Expt. Sta. Branch, Parma, Idaho.|dark-green foliage, indeterminate vine, small cored fruit.|Sioux. University of Idaho Bul. no. 298. 1959.||curly top virus.|Sioux x (Curly-top resistant line of L. peruvianum x Bison).
Ozark Pink (GJ80-3M)|University of Arkansas, Fayetteville.|University of Arkansas, Fayetteville.|fresh market type, vigorous, indeterminate vine, flattened globe, uniform green shoulders, pink fruit color, good flavor for local markets.|Traveler 76. HortScience 24:712-713. 1989.|Arkansas.|cracking, fusarium wilt race 1, verticillium wilt race 1.|75-18-3 x Traveler 76.
Pacesetter 490 (XP 490)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, square, round, jointless with good vine storage and bulk handling characteristics.|UC 134, Redstone.|wide. 1977.|verticillium and fusarium wilt race 1.|
Pacesetter 510 (XP510)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, first-early; round fruited, for mechanical harvesting and processing.||semi-arid conditions. 1979.|verticillium and fusarium wilt race 1.|
Pacesetter 600 (XPH600)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, mechanical harvest canner for whole pack or products.|UC82. 1981.||verticillium wilt race 1 and fusarium wilt races 1 and 2.|
Pacesetter 694 (XP694)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, midseason canner for mechanical harvest, whole pack or products.|Murietta. 1982.||verticillium wilt race 1.|
Pacesetter 882 (XP882)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, vines more vigorous, fruit larger than UC82 types.|UC82. 1980.||none claimed.|
Pacific (XPH 5074)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, large-fruited fresh-market type.|Contessa.|western Mexico, Baja, and California. 1986.|verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker, gray leaf spot.|
Pampas (XPH 5207)|Asgrow.|Asgrow.|deep globe shaped fruit with dark green shoulders.|Early Pak 7. 1986.||verticillium wilt race 1, gray leaf spot, nematodes.|
Pampero (PS 150351)|Seminis Vegetable Seeds-Petoseed.|Seminis Vegetable Seeds-Petoseed.|very strong, widely adaptable plants; good fruit set; smooth, jointless, uniform green.|Yaqui.|South America, Mexico. 2003.|St/Gray leaf spot, nematode, Alternaria stem canker, Fusarium wilt race 1-2, Verticilium; intermediate to bacterial speck.|F1 hybrid.
Pan America|USDA, Plant Industry Sta., Beltsville, Maryland.|||Marglobe.|regionally to all sections of the United States where fusarium wilt is prevalent. USDA Circ. 611, June 1941. 1941.|high to fusarium wilt.|PI 79532, Lycopersicon pimpinellifolium on Marglobe; hybrid backcrossed three times to Marglobe.
Paradise (199296)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|uniform green, deep oblate to round fresh market type; fruit sets well under hot temperatures; fruit size is large to extra large with uniform color; plant is vigorous.|BHN 444.|Argentina. 2003.|gray leaf spot (St), Alternaria stem canker (ASC), tomato spotted wilt virus (TSWV), Verticillium wilt (V), Fusarium wilt (races 1, 2).|F1 hybrid.
Parker (68 B 29)|USDA, Beltsville, Maryland.|USDA, Beltsville, Maryland.|early, small vine, Italian paste type, heavy set 1.6-ounce size fruit.|Harvester.|eastern United States. 1969.|verticillium wilt and fusarium wilt.|Roma x California VR selection.
Park's Early Challenge (012-405)|Petoseed.|Petoseed.|F1 hybrid, fresh market, tall, indeterminate, early maturity, medium (110-130 g) fruit size, fine flavor, long shelf life.|Early Girl.|home garden.|verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes, tomato mosaic virus.|
Park's Whopper|Petoseed Co.|Park Seed Co.|F1 hybrid, indeterminate vine, large red fruit, early midseason.|Better Boy.|wide. 1979.|verticillium wilt, fusarium wilt race 1, and nematodes.|
Parma (2521)|University of Idaho. Res. and Ext. Center, Parma.|various seedsmen.|open pollinated, determinate large fruit (3 to 4 inches) solid, good slicer or for processing.|Ace.|western United States. 1976.|verticillium and fusarium wilts and curly top.|L peruvianum, L. pimpinellifolium, L. esculentum.
Passion|Petoseed.|Petoseed.|good flavor and fruit size.|||verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes, tobacco mosaic virus. 1992.|
Patio|Petoseed Co.||F1 hybrid, plants dwarf (18 to 24 inches tall), strong upright habit; fruit large, oblate, green shoulder; unique novelty that does well in large pot on patio.||wide. 1965.|fusarium wilt.|Peto inbreds.
Patio Prize (79-31)|Goldsmith Seeds.|Goldsmith Seeds.|F1 hybrid, attractive foliage with abundant fruit production, compact bush habit.|Patio.|wide. 1979.|nematodes.|
Patriot (T3810)|USDA, Agric. Res. Serv., U.S. Vegetable Laboratory, Charleston, South Carolina.||semi-determinate (sp), crimson (ogc), nematode resistant (Mi), relatively long harvest season.|Homestead.|southeastern United States. 1977.|southern root-knot nematode, fusarium wilt race 1, and gray leaf spot.|Purdue 68-119-1 x S5A1
Payette (PID-11)|University of Idaho, Parma, Idaho.|University of Idaho, Parma, Idaho.|dwarf, compact plant; fruit early (1 week earlier than Sioux), smooth, red, medium sized, good yields.|Epoch.|southwestern United States and southern Idaho. University of Idaho Bul. 1962.|curly top.|L. peruvianum, L. hirsutum, Bison, Stokesdale, Sioux, Bounty.
Pearl Harbor|Veg. Crops Dept., University of Hawaii, Honolulu.||sets fruit well in warm weather.|Bounty.|regionally to low (warm) elevation in Hawaii. Hawaii Agric. Expt. Sta. Circ. 24. 1945. 1946.|high to Hawaii strain of tomato spotted wilt virus.|Bounty x BC-10 (F6) of Calif. 13306 x Red Currant x 133-6).
Pearmech (E5204)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|open pollinated, easy peel, large-fruited pear, suitable for whole pack; larger fruit, smaller vine, earlier maturity than Napoli.|Napoli.|eastern United States. 1978.|verticillium and fusarium wilts, some tolerance to air pollution.|
