Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Early Summer Sunrise (URI 63-295-M)|University of Rhode Island, Kingston.|Stokes Seeds.|plant with compact, indeterminate, excellent foliage cover; early maturity; often with Fireball; sustained yield under high temperature; fruit uniform ripening, 6 to 8 ounces, thick-walled, firm, meaty; used for fresh market and processing.|Valiant.|northern United States and Canada. R.I. Agr. vol. 7, No. 2, 1961. 1962.|moderate to fusarium wilt.|Valiant x Farthest North.
Early Sunblest Hybrid|Dessert Seed Co., El Centro, California.|Dessert Seed Co., El Centro, California.|F1 hybrid, highly prolific determinate vine; fruit large, smooth, deep globular shape, firm, dark scarlet.||wide. Dessert's Catalog 1962.||unknown.
Early Wonder|Burgess Seed and Plant Co.|Burgess Seed and Plant Co.|similar to Victor but earlier, more vigorous and more productive with better foliage protection and larger fruit; extremely early.|Victor. Burgess Catalog. 1950.|||from seed furnished in 1947 by a California gardener; claimed to be distinct from Victor or Bounty.
Earlypak 707|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|uniform selection of Earlypak no. 7; slightly deeper fruit, smoother shoulders and less catface.|Earlypak no. 7.|California. 1968.|fusarium and verticillium wilts.|
Eastern States|Eastern States Farmers' Exchange, West Springfield, Massachusetts.|Eastern States Farmers' Exchange, West Springfield, Massachusetts.|F1 hybrid, semi-determinate, fruit slightly flat, deep red, requires high fertility and moisture.||from Pennsylvania to Maine. E.S. Catalog. 1951.|cracking.|
EF 49 (XPH 12049)|Asgrow.|Asgrow.|medium tall vine, green shouldered, globe shape, very firm fruit.|Olympic. 1993.||verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker, gray leaf spot.|
EF 50 (XPH 12050)|Asgrow.|Asgrow.|medium tall determinate vine, uniform shouldered flattened globe, very firm fruit.|||verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker, gray leaf spot. 1993.|
EF 51 (XPH 12051)|Asgrow.|Asgrow.|medium tall determinate vine, large, green shouldered, flattened globe, very firm fruit.|Olympic. 1993.||verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker, gray leaf spot.|
EF 52 (XPH 12052)|Asgrow.|Asgrow.|tall, determinate vine. medium large green shouldered, flattened globe, very firm fruit.|Sunny. 1993.||verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker, gray leaf spot, tobacco mosaic virus.|
EF 99|Asgrow.|Asgrow.|F1 hybrid, fresh market, tall determinate vine, very large fruit, uniform-shouldered, globe to deep oblate, very firm fruit.|||verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker, gray leaf spot. 1997.|
EF 110|Seminis-Asgrow.|Seminis-Asgrow.|extended shelf life hybrid with fruit that are very smooth; medium tall plant, good foliage cover, fresh market, tall vigorous determinate vine, large to very large fruit, uniform-shouldered, deep oblate, exceptionally firm fruit.|no cultivar like it.|West Mexico. 1997.|verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker, gray leaf spot, tobacco mosaic virus.|F1 hybrid.
EF 163|Asgrow.|Asgrow.|F1 hybrid, fresh market, tall determinate vine, very large fruit, uniform-shouldered, globe to deep oblate, very firm fruit.|||verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker, gray leaf spot, tobacco mosaic virus. 1997.|
El Cano (XP 2508410)|Brad Kortsen.|Seminis.|Full season maturity saladette, uniform green, jointless.|Yaqui.|Mexico, Central South America. 2000.|V, F, Sp, T, TSWV.|F1 hybrid.
Emperador (PS 804393)|Petoseed.|Petoseed.|F1 hybrid, fresh market, determinate vine, good flavor, mid season, extra large deep oblate fruit.|||verticillium wilt race 1, fusarium wilt races 1 and 2, nematode, tobacco mosaic virus. 1995.|
Empire (PSX 77384)|Petoseed.|Petoseed.|fresh market type, midseason, 72 day maturity, medium-large determinate, fruit deep oblate, 8 oz or 230 g, green shoulder, heavy yielder.|||verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes, tobacco mosaic virus, alternaria stem canker, gray leaf spot. 1990.|
Enchantment|Petoseed.|Petoseed.|fresh market, home garden type. 1991.||||
Endura (FM 40338)|Ferry-Morse.|Ferry-Morse.|pear type, very firm fruit, easy stemming, high solids and viscosity.|VF 6201, PVP. 1990.||fusarium wilt race 1, verticillium wilt race 1, alternaria stem canker, gray leaf spot.|
Enterpriser (B96)|USDA Crops Resistant Div. Plant. Industry Sta., Beltsville, Maryland.||vine semi-determinate, with moderate leaf roll; fruit smooth, usually free of catface and large blossom end scar.||southern and eastern United States. 1966.|fusarium and verticillium wilts and fruit cracking.|Utah T1 x KC 146.
Epoch|Purdue University Agric. Expt. Sta., Lafayette, Indiana.|Purdue University Agric. Expt. Sta., Lafayette, Indiana.|dwarf, normal sized fruit, concentrated set, first fruit 70 to 75 days, main crop 90 days from transplanting; some variability in vine size and fruit shape.|vine-type Dwarf Stone.|Indiana, probably widely. 1960.|fusarium wilt race 1.|(Dwarf Stone x Wilt Resistant selection from L. pimpinellifolium, Indiana Baltimore Rutgers) x Firesteel.
Equinox (Fla. 7249B)|University of Florida, Bradenton.|Agrisales.|F1 hybrid, heat tolerance, fresh market type, determinate vine, early-midseason, medium-large, flat round fruit, firm.|Solar Set with smoother blossom scar.|Florida, southeastern United States. HortScience 30:647-648. 1995.|fusarium wilt races 1 and 2, verticillium wilt race 1, gray leaf spot.|Fla. 7324 x Fla. 7060.
Essary|Tennessee Agric. Expt. Sta., Knoxville.|Associated Seed Growers.||Marglobe.|regionally to upper southern United States. Tenn. Arg. Expt. Sta. Circ. No. 71. 1940.|somewhat resistant to Septoria leaf spot and tolerant to wilt.|a selection of Marglobe.
Eva (AV 5715)|Sunseeds.|Sunseeds.|open pollinated, midseason cultivar that performs well in high temperatures.|UC 82.|wide.|verticillium wilt, fusarium wilt race 1.|
Everbearing|Burgess Seed and Plant and Co. Galesburg, Michigan.|Burgess Seed and Plant and Co. Galesburg, Michigan.|main crop cultivar with handsome uniform pink fruit, marked indeterminate, habit, provides long bearing season.|Globe. Burgess Catalog. 1956.|||selected for several generations from sample purchased as Lima Pink.
Exito 401 (92-401)|Dessert's Cal Seed.|Dessert's Cal Seed.|F1 hybrid, fresh market, determinate, 200-230 g fruit, globe to deep globe.||arid and semi-arid production areas. 1995.|verticillium wilt race 1, fusarium wilt races 1 and 2.|
Explorer (HMX 9851)|Harris Moran.|Harris Moran.|early multi-use processing tomato.|||verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes. 1993.|
F2M 428 V.F.|Ferry-Morse Seed Co., Mountain View, California.|Ferry-Morse Seed Co., Mountain View, California.|main season processing or shipping.|Improved Pearson.|western United States. F.M. list. 1959.|verticillium and fusarium wilts.|V.F. 11 x FM inbred.
Falcon (XPH 5925)|Asgrow.|Asgrow.|determinate plant medium-large, round, green shouldered fruit, jointless.|Duke. 1991.||verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes, alternaria stem canker.|
Fame (XPH 5719)|Asgrow.|Asgrow.|a whole peel blocky round type for processing.|Brigade. 1991.||verticillium wilt race 1, fusarium wilt race 1, alternaria stem canker, nematodes.|
Fantastic (5961)|Petoseed Co.|Petoseed Co.|F1 hybrid, early fruit, large, deep, smooth, green shoulder, size uniformly up plant; vine strong, indeterminate.|Moreton Hybrid.|midwestern, eastern and southeastern United States. 1964.||Peto inbreds.
Faribo Golden Heart|Farmer Seed and Nursery Co., Faribault, Minnesota.|Farmer Seed and Nursery Co., Faribault, Minnesota.|early, deep fruited and orange color, very sweet, firm flesh.|Jubilee.|northern United States and southern Canada. 1955.||F5 selection from a yellow F2 segregate from (Pritchard x (Firesteel x Tiny Tim)).
Faribo Hybrid E|University of Minnesota, St. Paul.||F1 hybrid, early, smooth, productive.||northern areas.||Pritchard x Earliana.
Faribo Hybrid M|Farmer Seed and Nursery, Faribault, Minnesota.||early, large fruited; high yielder, vigorous; possible drought resistant, but not established.||north central United States. 1950.||closed.
Faribo Hybrid SE|Farmer Seed and Nursery, Faribault, Minnesota.||adapted to light soils, high yield, vigorous grower; fruits 6 to 8 ounces.||central and northern United States. 1951.||closed.
Faribo Jumbo Red|Farmer Seed and Nursery Co., Faribault, Minnesota.|Farmer Seed and Nursery Co., Faribault, Minnesota.|very early, large fruited.||northern United States and southern Canada. 1955.||F5 selection from Firesteel x E104 (USDA).
Felix (PS9110)|Petoseed.|Petoseed.|fresh market, home garden, long keeper, indeterminate, stake or tall cages, 5-7 oz, early maturity.|||verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes, tobacco mosaic virus. 1995.|
Fire Bird VF (E6207)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|large vine, large deep globe, fresh-market type; good internal color and quality for shipping and home garden.||western United States. 1969.|fusarium and verticillium wilts.|
Fireball|Joseph Harris Co., Rochester, New York.|Joseph Harris Co., Rochester, New York.|early, firm fruit.|Victor.|eastern United States, and some use in northern Europe. Harris Catalog 1952.||Joseph Harris Co. round plum line x Valiant.
Fireball VR|Joseph Harris Co.|Joseph Harris Co.|Fireball type with larger fruit and higher yield under verticillium wilt conditions.|Fireball.|northern United States. Joseph Harris Co. Catalog 1967.|verticillium wilt.|
Firechief (NCX3059)|Moran Seeds.|Moran Seeds.|F1 hybrid, jointless, firm, machine harvestable, fresh-market cultivar with compact plant and medium sized smooth fruit.||western United States. 1981.|verticillium wilt race 1, fusarium wilt races 1 and 2.|
Firenze (PS 8094)|Petoseed.|Petoseed.|F1 hybrid, fresh market roma/saladette, determinate, mid season, elongated cylindrical fruit, good color.|Hybrid 882. 1998.|California.|verticillium wilt race 1, fusarium wilt races 1 and 2.|
First Lady|Petoseed.|Petoseed.|early, home garden, indeterminate small globe 4-5 oz or 115-145 g, green shoulder.|Early Girl. 1990.||verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes, tobacco mosaic virus good to cracking.|
First Prize (012718)|Petoseed.|Petoseed.|fresh market, indeterminate, greenhouse type, large, firm globe shaped fruit, green shoulder, midseason maturity.|Carmelo. 1995.||verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes, tobacco mosaic virus.|
Flash (XPH 5204)|Asgrow.|Asgrow.|F1 hybrid, early maturing fresh market, jointless.|Sunny, Pik Red. 1987.||verticillium wilt race 1, fusarium wilt race 1, gray leaf spot.|
Flavor Boy (HMX 3794)|Harris Moran.|Harris Moran.|F1 hybrid, fresh market, high yield, uniform fruit, good quality, color and flavor.||broad, home garden. 1999.|verticillium wilt race 1, fusarium wilt races 1 and 2.|
Flavor King (NVH 4356)|Northrup King.|Northrup King.|a home garden bedding plant type, medium to large size from 190-250 g or 9 oz, excellent flavor, good interior and exterior color, easy peeler, indeterminate, i.e. long season harvest.|Whopper, Champion, Super Fantastic. 1987.||verticillium wilt race 1, fusarium wilt races 1 and 2.|
Flavorific (ACR no. 4527A)|Abbott and Cobb.|Abbott and Cobb.|F1 hybrid, vigorous, indeterminate plant, large, smooth fruit, midseason maturity.|Better Boy, Big Girl, and Pole King.|wide. 1981.|verticillium wilt, fusarium wilt race 1, nematodes, tobacco mosaic virus, alternaria stem canker, and gray leaf spot.|
Flavormore 210 (FMX 210)|Ferry-Morse.|Ferry-Morse.|extended shelf life hybrid, first fusarium race 3 resistant cultivar, high yield, firm, large fruit, late maturity, medium large vine suitable for staking, jointless pedicel.|other vine ripe harvest, long shelf life cultivars. 1995.||cracking, verticillium wilt race 1, tobacco mosaic virus; fusarium wilt races 1, 2, 3.|
Flavormore 212 (FMX212)|Ferry-Morse.|Ferry-Morse.|large, firm and very smooth fruit, market hybrid of the extended shelf life type, medium compact vine provides good foliage cover, suited to bush product, with extra fertilizer before flowering can develop large enough vine for staking.|bush type long shelf life cultivars. 1995.||verticillium wilt race 1, fusarium wilt races 1 and 2.|
Flavormore 215 (FMX 215)|Ferry-Morse.|Ferry-Morse.|early extended shelf life market hybrid that ripens well when picked green and gassed, medium to large size, smooth and attractive, green-ripe fruit are firm and smooth on the shoulders and blossom ends, stems easily, ripens uniformly.|Merced, Sunbelt, Shady Lady, Sunny. 1995.||verticillium wilt race 1, fusarium wilt races 1 and 2.|
Fresh Salsa|Burpee Seed Co.|Burpee Seed Co.|||U.S. 2004.||
Flora Terrific (90-91)|Dessert's Cal Seed.|Dessert's Cal Seed.|F1 hybrid, indeterminate, 240 g deep globe fruit.||greenhouse production.|verticillium wilt race 1, fusarium wilt races 1 and 2, gray leaf spot, alternaria stem canker.|
Florabred (Castlehy 1035)|Arco Seed Co.|Arco Seed Co.|late, large vine for fresh market; large, firm, jointless fruit.|Sunny.|Florida and Mexico. 1986.|fusarium wilt races 1 arid 2, verticillium wilt, gray leaf spot.|
Flora-Dade (908)|University of Florida, Homestead.|University of Florida, Homestead.|fresh market, determinate, late season, jointless pedicel, medium fruit size, flat-round shape.||wide. Fla. Agric. Expt. Sta. Circ. S-246. 1976.|fusarium wilt races 1 and 2, verticillium wilt race 1, gray leaf spot.|Walter x Fla. 2153.
Floragold Basket (Fla. 7190)|University of Florida, Bradenton.|University of Florida, Bradenton.|dwarf, determinate plant with prostrate growth habit, fruit are cherry size, green shouldered, gold when ripe.|Florida Basket.|greenhouse culture in hanging baskets. Fla. Agric. Expt. Sta. Circ. S-344. 1988.|gray leaf spot.|Fla. Basket, PI 205046, and Fla. breeding lines.
Floralina (NC 9547)|North Carolina State Univ., Fletcher and Univ. of Florida, Bradenton.|Petoseed.|F1 hybrid, fresh market, large, flattened globe, light green shoulders, early mid-season, medium tall determinate.||Eastern United States. 1997.|verticillium wilt race 1, fusarium wilt races 1, 2 and 3, gray leaf spot, alternaria stem canker.|FLA 7547 x NC 84173 PVP.
Floramerica (Florida Hybrid)|University of Florida, Bradenton.|University of Florida, Bradenton.|F1 hybrid, fresh market, determinate, midseason, medium-large, flat-round fruit, medium firmness.||wide. Fla. Agric. Expt. Sta. Circ. S-248. 1977.|fusarium wilt races 1 and 2, gray leaf spot, Cladosporium leaf mold, alternaria stem canker.|
Florasette (XPH 10013)|Asgrow.|Asgrow.|hybrid, large fruited, fresh market type, green shouldered, jointed pedicel.|Sunbeam. 1993.||verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker.|
Florida 1A, 1B, 1C (626, 631, 645, respectively)|University of Florida, Bradenton.|University of Florida, Bradenton.|fresh market type, determinate vine, early-midseason, medium-large, oblate fruit.||Florida. Fla. Agric. Expt. Sta. Circ. S-282. 1981.|fusarium wilt races 1 and 2, verticillium wilt race 1, gray leaf spot.|Walter x Fla. 2153.
Florida 47 (XPH 10047)|Asgrow.|Asgrow.|F1 hybrid, fresh market, vigorous determinate, mid season, very large, firm, deep oblate to globe fruit, smooth blossom scar.||Florida. 1997.|verticillium wilt race 1, fusarium wilt races 1 and 2, gray leaf spot, alternaria stem canker.|
Florida 91 (XP 10091)|Asgrow.|Asgrow.|F1 hybrid, fresh market, medium determinate, heat-tolerant, early-mid season, large flat round fruit, light green shoulders, smooth blossom scars.||Florida and southeastern United States. 1999.|fusarium wilt races 1 and 2, verticillium wilt race 1, gray leaf spot, alternaria stem canker.|
Florida Basket|University of Florida, Bradenton.|University of Florida, Bradenton.|dwarf, determinate, prostrate habit, small, elongated globe fruit, uniform green shoulders.||greenhouse culture in hanging baskets. Fla. Agric. Expt. Sta. Circ. S-283. 1981.|gray leaf spot.|
Florida Lanai|University of Florida, Bradenton.|University of Florida, Bradenton.|dwarf, determinate, thick stems, flat leaves, small, oblate fruit, uniform shoulders.||greenhouse culture in pots for patios. Fla. Agric. Expt. Sta. Circ. S-284. 1981.|gray leaf spot.|
Florida MH-1 (MH1, STEP 599)|University of Florida, Bradenton.|University of Florida, Bradenton.|fresh market, determinate, early-midseason, jointless pedicel, fruit are medium-large, flat-round, firm.||Florida. Fla. Agric. Expt. Sta. Circ. S-212. 1971.|fusarium wilt races 1 and 2, verticillium wilt race 1, gray leaf spot, several races of gray leaf mold.|Walter x Heinz 3.
Florida Petite|University of Florida, Bradenton.|University of Florida, Bradenton.|dwarf determinate, cherry size fruit, uniform green shoulders.||greenhouse culture in pots. Fla. Agric. Expt. Sta. Circ. S-285. 1981.|gray leaf spot.|
Fordhook Hybrid|W. Atlee Burpee Co., Philadelphia.|W. Atlee Burpee Co., Philadelphia.|F1 hybrid, early, prolific long bearing season; fruit medium size, scarlet red, mildly acid.|Stokesdale.|wide. Burpee catalog 1945.||
Foremost E21|Ferry-Morse Seed Co., Mountain View, California.|Ferry-Morse Seed Co., Mountain View, California.|plants large, indeterminate; fruit round, red.||northern and eastern United States. Ferry-Morse, 15 Apr. 1963.||
Fortune|Dept. of Hort. and Forestry, University of Arkansas, Fayetteville.||strong resistance to fusarium, good color, meaty, relatively free of cracking, smooth.||regionally to southern United States. 1949.||Rutgers x Pan America.
Fourth of July|Burpee.|Burpee.|garden type, early, a large number of fruit ripe on early pick.||||
Freedom|Abbott and Cobb.|Abbott and Cobb.|F1 hybrid, jointless, midseason, determinate vine; large deep globe-shaped fruit.||wide. 1978.|verticillium wilt and fusarium wilt races 1 and 2.|
Breeder:|Adaptation:|Resistance:|Breeder and vendor - Burpee. 1999.|Parentage:||Name: French Rose -|Characteristics:
Freshmarket 9|Texas Agric. Expt. Sta., Weslaco.|Texas Agric. Expt. Sta., Weslaco.|fresh market type with heat tolerant fruit set, determinate vine with sparse foliage, deep round fruit with a square appearance, uniform shoulder color, firm, early season.|||cracking, fusarium wilt race 1, gray leaf spot; tolerance to sunburn, heat. HortScience 21:156. 1986. 1982.|
FTE 30 (870494)|Petoseed.|Petoseed.|F1 hybrid, fresh market, tall determinate, green shoulder, large fruit.|||verticillium wilt race 1, fusarium wilt races 1 and 2, gray leaf spot, alternaria stem canker. 1997.|
Full House (Market Hybrid 36)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1 hybrid, smooth, large (6 to 7 ounces) uniform green fruit; good shelf life, machine harvestable.||California and the midwestern United States. 1978.|verticillium and fusarium wilts, nematodes, alternaria stem canker.|
Galaxy (F 14)|Joseph Harris Co.|Joseph Harris Co.|fruit red, medium size, globe shaped, uniform ripening; plants determinate, early.|Fireball.|northern United States. 1964.|verticillium wilt.|
Garden State|Campbell Soup Co., Riverton, New Jersey.|Campbell Soup Co., Riverton, New Jersey.|determinate, midseason, thick-walls, high inner color.||Rutgers areas. Seed World, 18 May 1945.||Prichard, Marvel, Pink Topper.
Gardener|New York Agric. Expt. Sta., Ithaca.||indeterminate, vigorous vine, fruit round to slightly flat, earlier than Fireball.||northeastern United States. 1962.||
Gardeners Choice (38-4-108, STEP 660)|Missouri Agric. Expt. Sta., Columbia.|Missouri Agric. Expt. Sta., Columbia.|hybrid, indeterminate vine, midseason maturity, globe fruit shape.||home garden, canning, local markets. Missouri Agric. Expt. Sta. Research Bulletin 1057. 1986.|fusarium wilt race 1, early blight, Alternaria solani.|
Gator (XPH 5011)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, large-fruited jointless type.|Duke.|Florida. 1986.|fusarium wilt races 1 and 2, verticillium wilt, alternaria stem canker, nematodes.|
Gem Pear (PS 634595)|Petoseed.|Petoseed.|F1 hybrid, processor, medium size deep square (70 g).|||verticillium wilt race 1, fusarium wilt races 1 and 2, nematode, TYLCV. 1996.|
Gem State (Idaho 15)|University of Idaho, Moscow.|University of Idaho, Moscow.|determinate dwarf, compact vine, ultra-early maturity, concentrated fruit set, 4-5 cm fruit.|Pixie. HortScience 15:536-537. 1980.|cool summer areas.||Pixie Hybrid x Sub-Arctic Midi.
Gemini (HMX 3836)|Harris Moran.|Harris Moran.|processing type.|||verticillium wilt race 1, fusarium wilt race 1, nematodes. 1992.|
Gempride (PS 633595)|Petoseed.|Petoseed.|F1 hybrid, large determinate plant, medium square with extended set for processing or fresh market.|||verticillium wilt race 1, fusarium wilt races 1 and 2, TYLCV. 1996.|
Gemstar (012-803)|Petoseed.|Petoseed.|hybrid, mid-late maturity, medium-large fruit, 150-180 g, uniform shoulder, jointed, small compact bush plant.|Ty20, Tymor, E436, E437.||verticillium wilt race 1, fusarium wilt race 1, gray leaf spot, TYLCV.|
Genoa [NVH 4759 (GSV-2401)]|Northrup, King Co.|Northrup, King Co.|F1 hybrid, early jointed uniform ripening (u) pear-shaped processing type with outstanding cover.|Castle Star, GS-31, and Early Pear 1488.|California. 1985.|verticillium wilt and fusarium wilt races 1 and 2.|
Giant King (5370)|Petoseed Co., Saticoy, California.|Petoseed Co., Saticoy, California.|large-fruited (1 pound or more), midseason producing over a long season; indeterminate vine.|Big Boy.|midwestern, eastern, and southern United States. Peto Desc. List. 1955.||Petoseed Co. breeding lines.
Giant Valentine (PS 632095)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|fresh market type; giant plum shaped tomato, indeterminate plant, uniform green fruit, mid maturity, 6 oz. fruit.|no cultivar like it.|home garden; U.S. 2001.|Alternaria stem canker, fusarium wilt races 1 and 2, gray leaf spot, verticillium wilt race 1.|F1 hybrid.
Gibraltar (PSM74180)|Petoseed.|Petoseed.|76 day maturity, 7-8 oz, deep oblate fruit, medium to large size, fairly smooth, green shoulders, jointless pedicels, medium to large determinate plants.|||verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker, gray leaf spot. 1986.|
Glamour|Birds-Eye Hort. Res. Lab., Albion, New York.|Joseph Harris Co., Rochester, New York.|smooth, attractive fruit; heavy first cluster set.|Sioux.|northeastern and midwestern United States and the tri-state area. Harris Catalog. 1957.|cracking.|Burgess Crackproof x Sioux.
Gloria (92-65)|Dessert's Cal Seed.|Dessert's Cal Seed.|F1 hybrid, fresh market, indeterminate, 230 g deep oblate fruit.||greenhouse production. 1995.||
Glory (025239)|Seminis Vegetable Seeds-Seminis Garden.|Seminis Vegetable Seeds-Seminis Garden.|fresh market tomato, large, indeterminate plant.|none.|NAFTA. 2003.|Alternaria stem canker; Fusarium wilt races 1, 2; Verticillium wilt race 1; gray leaf spot.|F1 hybrid.
Gold Dust (212-90-3)|University of New Hampshire.|University of New Hampshire.|determinate very compact and open, 160-165 g, globe shape, smooth, crack free, deep tangerine ripe color, uniform green unripe, small core, no blotch, very firm, large yield, quite early.|Gold Valley Girl.||verticillium wilt race 1.|
Gold Nugget (T58-2-2-2-7)|Oregon State University.|Oregon State University.|golden cherry tomato, early, compact determinate plant, potential for high percentage of seedless fruit.|Yellow Plum, but earlier, more compact plant. 1983.|||
Golden Boy (No. 1962)|Petoseed Co., Saticoy, California.||F1 hybrid, plant vigorous, indeterminate; fruit golden yellow, deep globe, large and very mild.||eastern and midwestern States. Amer. Veg. Grower and Petoseed Co., 29 Jan. 1963.||
Golden Girl (012013)|Petoseed.|Petoseed.|F1 hybrid fresh market, gold colored fruit, early-midseason, large, firm.|Mountain Gold. 1997.|home garden.|verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes, tomato mosaic virus.|
Golden Marglobe|Michael-Leonard Co., Ames, Iowa.|Michael-Leonard Co., Ames, Iowa.|golden color, Marglobe shape and flavor but fruit smoother and less cracked, stands heat well.|Marglobe.|midwestern United States. 1956.|hot, dry seasons and fusarium wilt.|Golden Jubilee x Marglobe.
Golden Sphere|Texas Agric. Expt. Sta., Tomato Disease Laboratory, Jacksonville.||smooth leaves, spherical, yellow, low-acid fruit with thick locule walls, and small seed cavity.|Golden Queen.|eastern half of the United States. Texas Agr. Expt. Sta. Prog. Rpt. 1324. Market Growers J. Feb. 1951.|near immunity to fusarium wilt.|Pan American x C.M. Tuckers no. 9-55-16 or ((Bonny Best x L. pimpinellifolium no. 160) x BB x BB x White Beauty).
Goldie (PS103476)|Petoseed Co.|Park Seed Co.|F1 hybrid, a distinct cultivar, dwarf plant, small, round, yellow fruit.|||none claimed. 1979.|
Grand Pak|Ferry-Morse Seed Co., Mountain View, California.|Ferry-Morse Seed Co., Mountain View, California.|large fruit; determinate plant; for early canning and shipping.||California, Mexico, and intermountain states. 1956.|tolerant to verticillium wilt.|Pearson x selection from medium early natural outcross.
Grand Prix VF (E5224A)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|large vigorous indeterminate plant, fruit large flattened globe, deep red interior with red gel; mainly for shipping and market.||California. 1969.|fusarium and verticillium wilts.|
Grandstand 98 (17098)|Orsetti Seeds.|Orsetti Seeds.|processing hybrid, mid-early maturity for peeling, excellent yield and quality, medium-high solids, excellent multi-use results.|||fusarium wilt races 1 and 2, verticillium wilt race 1, nematodes, bacterial speck. 1976.|
Granny Smith (PS 74696)|Petoseed.|Petoseed.|F1 hybrid, fresh market, large determinate vine, apple green fruit, long shelf life, green color, firm.||home garden. 1998.|verticillium wilt race 1, fusarium wilt race 1.|
Granola|Canners.|Nunhems.|bush type, fresh market vigorous plant, compact habit fruit 180-200 g, jointed, green shoulder.|||tobacco mosaic virus, verticillium wilt race 1, fusarium wilt races 1 and 2, gray leaf spot; high tolerance to cracking. 1990.|
Grothen's Globe (WR)|Associated Seed Growers, New Haven, Connecticut.|Associated Seed Growers, New Haven, Connecticut.|resistant to fusarium wilt.|Grothen's Globe.|Florida. 1950.||Grothen Globe x Pan America.
Gurney Girl (Expt. 79-18)|Gurney Seed and Nursery Co.|Gurney Seed and Nursery Co.|F1 hybrid, indeterminate vine, smooth shoulders, small blossom scar; unusual flavor.|Better Boy and Monte Carlo.|wide. 1981.|fusarium wilt races 1 and 2, tobacco mosaic virus, nematodes, and verticillium wilt.|
H300 (MOX 3092)|Harris Moran Seed Co.|Harris Moran Seed Co.|F1 hybrid, midseason processor cultivar with large, vigorous, determinate vine; large globe fruit with good color and high solids.||California. 1985.|verticillium wilt race 1, fusarium wilt races 1 and 2, and alternaria stem canker.|
H2710|H. J. Heinz.|H. J. Heinz.|hybrid paste tomato, midseason, medium-large bush, oval fruit shape.||arid climates. 1986.|fusarium wilt races 1 and 2, verticillium wilt race 1, nematodes, bacterial speck, alternaria stem canker.|
H3044|H. J. Heinz.|H. J. Heinz.|hybrid paste and peel tomato, early season, medium prostrate vine, blocky fruit shape.||arid climates. 1989.|fusarium wilt races 1 and 2, verticillium wilt race 1, nematodes, alternaria stem canker.|
H3302|H. J. Heinz.|H. J. Heinz.|hybrid paste tomato, medium prostrate vine, midseason, oval fruit shape.||arid climates. 1988.|fusarium wilt races 1 and 2, verticillium wilt race 1, nematodes, alternaria stem canker.|
H7155|H. J. Heinz.|H. J. Heinz.|hybrid paste or viscosity tomato, large prostrate vine, midseason maturity, jointless pedicel, oval fruit shape, good flavor.||humid climates. 1987.|fusarium wilt race 1, verticillium wilt race 1.|
H8704|H. J. Heinz.|H. J. Heinz.|hybrid paste or viscosity tomato, medium prostrate vine, midseason maturity, jointless pedicel, oval fruit, very good fruit set.||humid climates. 1989.|fusarium wilt race 1, verticillium wilt race 1.|
H8773|H. J. Heinz.|H. J. Heinz.|hybrid paste tomato, small bush, very early season, oval fruit shape.||arid climates. 1990.|fusarium wilt races 1 and 2, verticillium wilt race 1, nematodes, alternaria stem canker.|
H8892|H. J. Heinz.|H. J. Heinz.|hybrid paste, peel, or viscosity product tomato, medium-large prostrate vine, full season maturity, jointless pedicel, blocky fruit shape.||arid climates. 1991.|fusarium wilt races 1 and 2, verticillium wilt race 1, nematodes, alternaria stem canker.|
H8893|H. J. Heinz.|H. J. Heinz.|hybrid paste, peel, or viscosity product tomato, medium-large prostrate vine, full season maturity, jointless pedicel, blocky fruit shape.||arid climates. 1991.|fusarium wilt races 1 and 2, verticillium wilt race 1, nematodes, alternaria stem canker, bacterial speck.|
H9035|H. J. Heinz.|H. J. Heinz.|hybrid paste, peel, or viscosity product, medium prostrate vine, midseason maturity, jointless pedicel, blocky fruit shape.||humid climates. 1992.|fusarium wilt races 1 and 2, verticillium wilt race 1.|
